"ensembl.gene.id","ensembl.transcript.id","chromosome.name","gene.start","gene.end","strand","transcript.start","transcript.end.","gene.name","transcript.count","gc.content","gene.type","transcript.type","gene.length","transcript.length"
"ENSG00000223822","ENST00000447052",21,23390258,23390996,1,23390258,23390996,"EEF1A1P1",1,48.44,"processed_pseudogene","processed_pseudogene",738,738
"ENSG00000171189","ENST00000399914",21,29536933,29940033,-1,29536933,29940022,"GRIK1",8,38.04,"protein_coding","protein_coding",403100,403089
"ENSG00000237604","ENST00000411956",21,44175489,44176453,1,44175489,44176453,"AP001056.1",1,55.54,"lincRNA","lincRNA",964,964
"ENSG00000205622","ENST00000415824",21,38863676,38956467,-1,38880307,38956467,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791,76160
"ENSG00000228677","ENST00000424733",21,37187666,37193926,-1,37187666,37193926,"TTC3-AS1",1,39.27,"antisense","antisense",6260,6260
"ENSG00000207863","ENST00000385128",21,16590237,16590325,1,16590237,16590325,"MIR125B2",1,49.44,"miRNA","miRNA",88,88
"ENSG00000280170","ENST00000624569",21,35898055,35898429,-1,35898055,35898429,"AP000687.1",1,48.53,"protein_coding","protein_coding",374,374
"ENSG00000234293","ENST00000429843",21,29496047,29500386,1,29496047,29500386,"BACH1-IT3",1,43.39,"sense_intronic","sense_intronic",4339,4339
"ENSG00000227039","ENST00000441379",21,44921051,44929678,1,44921051,44929678,"ITGB2-AS1",6,49.14,"antisense","antisense",8627,8627
"ENSG00000279156","ENST00000623771",21,18917213,18917429,1,18917213,18917429,"RP4-646P19.1",1,40.55,"TEC","TEC",216,216
"ENSG00000160185","ENST00000319294",21,42403447,42447681,1,42403915,42447681,"UBASH3A",9,49.32,"protein_coding","protein_coding",44234,43766
"ENSG00000159267","ENST00000336648",21,36750888,36990236,-1,36750888,36990236,"HLCS",7,44.35,"protein_coding","protein_coding",239348,239348
"ENSG00000186970","ENST00000334067",21,30440275,30440945,1,30440275,30440945,"KRTAP15-1",1,46.8,"protein_coding","protein_coding",670,670
"ENSG00000142178","ENST00000270162",21,43414515,43427128,-1,43414515,43427128,"SIK1",2,56.06,"protein_coding","protein_coding",12613,12613
"ENSG00000275464","ENST00000617716",21,5130871,5154734,-1,5130871,5154734,"CH507-9B2.5",8,56.9,"protein_coding","protein_coding",23863,23863
"ENSG00000230978","ENST00000430635",21,34723807,34737181,-1,34723807,34737181,"LINC00160",1,43.93,"lincRNA","lincRNA",13374,13374
"ENSG00000234380","ENST00000420877",21,34745757,34784886,1,34745757,34784886,"LINC01426",2,43.06,"antisense","antisense",39129,39129
"ENSG00000159147","ENST00000439593",21,33559542,33588708,-1,33559542,33578363,"DONSON",13,37.85,"protein_coding","nonsense_mediated_decay",29166,18821
"ENSG00000232698","ENST00000423967",21,44206525,44207399,-1,44206525,44207399,"AP001058.3",1,56.23,"lincRNA","lincRNA",874,874
"ENSG00000225906","ENST00000438328",21,22882582,22884000,1,22882582,22884000,"AP000949.1",1,39.04,"processed_pseudogene","processed_pseudogene",1418,1418
"ENSG00000184351","ENST00000390689",21,30479699,30480344,-1,30479699,30480344,"KRTAP19-1",1,42.72,"protein_coding","protein_coding",645,645
"ENSG00000236519","ENST00000417820",21,44802577,44804717,1,44802577,44804717,"LINC01424",1,45.59,"antisense","antisense",2140,2140
"ENSG00000231236","ENST00000420186",21,27358885,27448579,-1,27358885,27448579,"AP001604.3",1,37.2,"lincRNA","lincRNA",89694,89694
"ENSG00000244624","ENST00000334664",21,30616425,30616699,1,30616425,30616699,"KRTAP20-1",1,45.09,"protein_coding","protein_coding",274,274
"ENSG00000270652","ENST00000604662",21,36943267,36944125,1,36943267,36944125,"DPRXP5",1,46.33,"processed_pseudogene","processed_pseudogene",858,858
"ENSG00000225043","ENST00000450007",21,46420553,46421034,-1,46420553,46421034,"RPL18AP2",1,56.02,"processed_pseudogene","processed_pseudogene",481,481
"ENSG00000206105","ENST00000382828",21,30620627,30620850,1,30620627,30620850,"KRTAP20-4",1,53.57,"protein_coding","protein_coding",223,223
"ENSG00000198390","ENST00000355459",21,30396074,30396822,1,30396074,30396822,"KRTAP13-1",1,51,"protein_coding","protein_coding",748,748
"ENSG00000224649","ENST00000430001",21,29182027,29187795,-1,29182027,29187795,"AF124730.4",1,39.83,"antisense","antisense",5768,5768
"ENSG00000274749","ENST00000621162",21,30829039,30829759,-1,30829039,30829759,"KRTAP7-1",1,45.77,"protein_coding","protein_coding",720,720
"ENSG00000248476","ENST00000504298",21,29351634,29361894,1,29351634,29361894,"BACH1-IT1",1,43.74,"sense_intronic","sense_intronic",10260,10260
"ENSG00000280164","ENST00000623892",21,6721812,6725209,1,6721812,6725209,"CH507-254M2.3",1,38.32,"lincRNA","lincRNA",3397,3397
"ENSG00000279177","ENST00000624906",21,7626344,7627528,-1,7626344,7627528,"CH507-338C24.2",1,56.12,"processed_pseudogene","processed_pseudogene",1184,1184
"ENSG00000182586","ENST00000328344",21,45234340,45258730,1,45234352,45258730,"LINC00334",2,49.45,"lincRNA","lincRNA",24390,24378
"ENSG00000160298","ENST00000397682",21,46300181,46323875,-1,46301130,46323875,"C21orf58",10,52.19,"protein_coding","protein_coding",23694,22745
"ENSG00000232969","ENST00000426029",21,44339376,44340470,1,44339376,44340470,"AP001062.9",1,49.68,"antisense","antisense",1094,1094
"ENSG00000234083","ENST00000433344",21,27954922,27985295,1,27954922,27985295,"AJ006995.3",1,36.19,"lincRNA","lincRNA",30373,30373
"ENSG00000229007","ENST00000448649",21,32496812,32497311,1,32496812,32497311,"EXOSC3P1",1,40.2,"processed_pseudogene","processed_pseudogene",499,499
"ENSG00000279998","ENST00000623678",21,6789592,6812297,1,6789592,6812297,"CH507-210P18.1",1,38.21,"lincRNA","lincRNA",22705,22705
"ENSG00000278955","ENST00000624937",21,6858539,6897263,1,6858539,6897263,"MIR8069-1",2,39.78,"lincRNA","lincRNA",38724,38724
"ENSG00000280172","ENST00000623131",21,6897291,6899280,1,6897291,6899280,"CH507-210P18.3",1,63.57,"processed_pseudogene","processed_pseudogene",1989,1989
"ENSG00000232079","ENST00000426534",21,28048404,28137611,1,28048404,28137611,"AL035610.1",7,35.65,"processed_transcript","lincRNA",89207,89207
"ENSG00000236532","ENST00000453420",21,28116094,28228667,-1,28116094,28228667,"AL035610.2",3,36.7,"lincRNA","lincRNA",112573,112573
"ENSG00000234289","ENST00000599962",21,43565189,43565648,1,43565189,43565648,"H2BFS",1,60.22,"protein_coding","protein_coding",459,459
"ENSG00000233640","ENST00000418755",21,30436466,30436964,-1,30436466,30436964,"KRTAP13-5P",1,52.71,"unprocessed_pseudogene","unprocessed_pseudogene",498,498
"ENSG00000280614","ENST00000625598",21,8393419,8394341,-1,8393419,8394341,"CH507-513H4.4",1,54.82,"lincRNA","lincRNA",922,922
"ENSG00000215369","ENST00000456825",21,17894193,17894485,-1,17894193,17894485,"RPL37P3",1,45.05,"processed_pseudogene","processed_pseudogene",292,292
"ENSG00000224309","ENST00000435744",21,13038160,13067033,1,13038208,13067033,"ANKRD30BP2",4,36.72,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",28873,28825
"ENSG00000278884","ENST00000625184",21,7020599,7025166,1,7020599,7025166,"CH507-236L23.1",1,32.22,"lincRNA","lincRNA",4567,4567
"ENSG00000159140","ENST00000356577",21,33542618,33577481,1,33542618,33577481,"SON",21,38.94,"protein_coding","protein_coding",34863,34863
"ENSG00000197934","ENST00000357401",21,26393635,26569252,1,26405943,26569252,"CYYR1-AS1",2,38.21,"antisense","antisense",175617,163309
"ENSG00000232692","ENST00000429340",21,26378552,26471698,1,26378552,26471102,"AP001596.6",4,39.79,"antisense","antisense",93146,92550
"ENSG00000159086","ENST00000331923",21,32733899,32771858,-1,32733899,32771858,"PAXBP1",9,38.15,"protein_coding","protein_coding",37959,37959
"ENSG00000233818","ENST00000428667",21,36445731,36532408,1,36445731,36532408,"AP000695.4",2,47.71,"antisense","antisense",86677,86677
"ENSG00000280108","ENST00000624445",21,13305171,13314664,1,13305171,13314664,"AJ239318.1",1,39.68,"protein_coding","protein_coding",9493,9493
"ENSG00000230212","ENST00000535199",21,36069642,36126640,-1,36069642,36126640,"AP000688.14",2,43.47,"sense_intronic","sense_intronic",56998,56998
"ENSG00000223741","ENST00000433951",21,36485983,36487411,-1,36485983,36487411,"PSMD4P1",1,52.9,"processed_pseudogene","processed_pseudogene",1428,1428
"ENSG00000186930","ENST00000334897",21,30598590,30598902,-1,30598590,30598902,"KRTAP6-2",1,55.27,"protein_coding","protein_coding",312,312
"ENSG00000277067","ENST00000623095",21,7048891,7087229,1,7048891,7087097,"CH507-254M2.1",6,39.64,"lincRNA","lincRNA",38338,38206
"ENSG00000184029","ENST00000398948",21,37951425,38121360,-1,37951425,38121339,"DSCR4",3,41.53,"protein_coding","protein_coding",169935,169914
"ENSG00000233767","ENST00000428242",21,46072085,46072248,-1,46072085,46072248,"PSMA6P3",1,42.07,"processed_pseudogene","processed_pseudogene",163,163
"ENSG00000183067","ENST00000380588",21,39745407,39802096,1,39745407,39802096,"IGSF5",3,42.49,"protein_coding","protein_coding",56689,56689
"ENSG00000227438","ENST00000454245",21,46093264,46097530,-1,46093264,46097530,"AP001471.1",1,57.23,"antisense","antisense",4266,4266
"ENSG00000234107","ENST00000458495",21,31840341,31840858,1,31840341,31840858,"TPT1P1",1,41.31,"processed_pseudogene","processed_pseudogene",517,517
"ENSG00000261610","ENST00000565959",21,32259804,32261585,-1,32259804,32261585,"AP000265.1",1,44.61,"lincRNA","lincRNA",1781,1781
"ENSG00000234880","ENST00000434081",21,44989864,44994086,-1,44989864,44994086,"LINC00163",2,63.39,"lincRNA","lincRNA",4222,4222
"ENSG00000232886","ENST00000430064",21,16862875,16873691,-1,16862875,16873691,"AF212831.2",1,35.13,"lincRNA","lincRNA",10816,10816
"ENSG00000280081","ENST00000623554",21,9781918,9814009,-1,9781918,9812602,"MGC39584",3,43.6,"lincRNA","lincRNA",32091,30684
"ENSG00000279783","ENST00000624130",21,9810501,9810848,1,9810501,9810848,"RP11-555K2.2",1,53.45,"processed_pseudogene","processed_pseudogene",347,347
"ENSG00000198054","ENST00000478613",21,38121451,38188016,1,38121451,38156511,"DSCR8",8,40.76,"protein_coding","processed_transcript",66565,35060
"ENSG00000236056","ENST00000450472",21,29222321,29223257,1,29222321,29223257,"GAPDHP14",1,49.95,"processed_pseudogene","processed_pseudogene",936,936
"ENSG00000278996","ENST00000623664",21,8197620,8227646,1,8197620,8227646,"CH507-513H4.1",1,61.22,"lincRNA","lincRNA",30026,30026
"ENSG00000229962","ENST00000419694",21,25515473,25518338,-1,25515473,25518338,"AP000221.1",1,31.33,"lincRNA","lincRNA",2865,2865
"ENSG00000166265","ENST00000299340",21,26466209,26573284,-1,26466209,26573284,"CYYR1",2,37.29,"protein_coding","protein_coding",107075,107075
"ENSG00000234883","ENST00000456917",21,25561909,25575168,1,25561909,25575168,"MIR155HG",2,37.7,"lincRNA","lincRNA",13259,13259
"ENSG00000183778","ENST00000380620",21,39556442,39673137,1,39556442,39673137,"B3GALT5",6,44.29,"protein_coding","protein_coding",116695,116695
"ENSG00000198618","ENST00000358455",21,18857779,18858276,1,18857779,18858276,"PPIAP22",1,49,"processed_pseudogene","processed_pseudogene",497,497
"ENSG00000232360","ENST00000427911",21,32844367,32849934,-1,32844367,32849934,"AP000281.2",1,40.86,"antisense","antisense",5567,5567
"ENSG00000185658","ENST00000333229",21,39184176,39321559,-1,39184176,39313819,"BRWD1",16,38.65,"protein_coding","protein_coding",137383,129643
"ENSG00000260583","ENST00000567517",21,25582770,25583326,-1,25582770,25583326,"AP000223.42",1,44.17,"antisense","antisense",556,556
"ENSG00000222018","ENST00000410005",21,34400317,34401072,-1,34400317,34401072,"C21orf140",1,42.86,"protein_coding","protein_coding",755,755
"ENSG00000279213","ENST00000625014",21,8801362,8801880,-1,8801362,8801880,"SNX18P10",1,52.41,"processed_pseudogene","processed_pseudogene",518,518
"ENSG00000275993","ENST00000613488",21,6111134,6123739,1,6111134,6123739,"CH507-42P11.8",2,56.05,"protein_coding","protein_coding",12605,12605
"ENSG00000228930","ENST00000429327",21,45376191,45376382,-1,45376191,45376382,"MTCO1P3",1,47.4,"processed_pseudogene","processed_pseudogene",191,191
"ENSG00000226543","ENST00000449877",21,43855890,43856342,-1,43855890,43856342,"MYL6P1",1,57.17,"processed_pseudogene","processed_pseudogene",452,452
"ENSG00000280604","ENST00000626237",21,45914296,45919483,1,45914296,45919483,"PCBP3-OT1",1,54.93,"sense_overlapping","sense_overlapping",5187,5187
"ENSG00000233756","ENST00000441910",21,40615378,40630767,-1,40615378,40630767,"DSCAM-IT1",2,40.53,"sense_intronic","sense_intronic",15389,15389
"ENSG00000237138","ENST00000437109",21,32020966,32021782,-1,32020966,32021782,"HUNK-AS1",1,54.59,"antisense","antisense",816,816
"ENSG00000142149","ENST00000270112",21,31873315,32044633,1,31873315,32004064,"HUNK",4,45.87,"protein_coding","protein_coding",171318,130749
"ENSG00000278961","ENST00000624951",21,7788703,7793954,-1,7788703,7793954,"CH507-396I9.3",1,41.64,"protein_coding","protein_coding",5251,5251
"ENSG00000224602","ENST00000418544",21,16121310,16121644,-1,16121310,16121644,"RPS26P5",1,46.57,"processed_pseudogene","processed_pseudogene",334,334
"ENSG00000280432","ENST00000624971",21,16525919,16527019,1,16525919,16527019,"AP000962.1",1,41.42,"TEC","TEC",1100,1100
"ENSG00000269950","ENST00000602654",21,16574718,16582637,-1,16574718,16582637,"AP000962.2",1,33.4,"lincRNA","lincRNA",7919,7919
"ENSG00000270071","ENST00000602921",21,16291791,16308133,-1,16291791,16308133,"AP001172.2",1,35.36,"lincRNA","lincRNA",16342,16342
"ENSG00000205670","ENST00000495363",21,34375480,34407866,1,34375561,34407866,"SMIM11A",7,47.19,"protein_coding","processed_transcript",32386,32305
"ENSG00000241728","ENST00000444409",21,44328944,44330221,-1,44328944,44330221,"AP001062.8",2,60.09,"sense_overlapping","sense_overlapping",1277,1277
"ENSG00000280800","ENST00000631211",21,8210384,8211306,-1,8210384,8211306,"CH507-513H4.6",1,54.82,"lincRNA","lincRNA",922,922
"ENSG00000237945","ENST00000596365",21,33915534,33977691,1,33915534,33969586,"LINC00649",20,43.18,"antisense","antisense",62157,54052
"ENSG00000280441","ENST00000623860",21,8380665,8410645,1,8380665,8410645,"CH507-528H12.1",1,61.06,"lincRNA","lincRNA",29980,29980
"ENSG00000275496","ENST00000621924",21,6228966,6267317,-1,6228966,6267304,"CH507-24F1.2",7,39.65,"lincRNA","lincRNA",38351,38338
"ENSG00000273104","ENST00000608665",21,34412200,34412587,1,34412200,34412587,"CMP21-97G8.1",1,36.86,"lincRNA","lincRNA",387,387
"ENSG00000243627","ENST00000450895",21,34418715,34423966,-1,34418715,34423966,"AP000322.53",1,41.64,"protein_coding","protein_coding",5251,5251
"ENSG00000229289","ENST00000424219",21,19130523,19134423,1,19130523,19134423,"AP000431.2",1,33.53,"lincRNA","lincRNA",3900,3900
"ENSG00000232263","ENST00000416044",21,30289145,30289514,-1,30289145,30289514,"KRTAP25-1",1,41.35,"protein_coding","protein_coding",369,369
"ENSG00000184274","ENST00000441947",21,45300245,45305257,-1,45300245,45305257,"LINC00315",1,62.48,"lincRNA","lincRNA",5012,5012
"ENSG00000237527","ENST00000416182",21,21655038,21686329,-1,21655038,21686329,"AF241725.6",1,35.12,"lincRNA","lincRNA",31291,31291
"ENSG00000278903","ENST00000624576",21,6318434,6360415,1,6318434,6360415,"CH507-145C22.1",5,38.75,"lincRNA","lincRNA",41981,41981
"ENSG00000227406","ENST00000444889",21,39373763,39377066,-1,39373763,39377066,"RNF6P1",1,44.31,"processed_pseudogene","processed_pseudogene",3303,3303
"ENSG00000142192","ENST00000359726",21,25880550,26171128,-1,25880551,26171128,"APP",17,39.73,"protein_coding","protein_coding",290578,290577
"ENSG00000241945","ENST00000291576",21,44107290,44131181,1,44107290,44131181,"PWP2",6,56.95,"protein_coding","protein_coding",23891,23891
"ENSG00000197683","ENST00000360542",21,30319124,30320316,-1,30319124,30320316,"KRTAP26-1",1,47.61,"protein_coding","protein_coding",1192,1192
"ENSG00000280082","ENST00000623768",21,15346652,15346738,1,15346652,15346738,"AF246928.1",1,36.78,"TEC","TEC",86,86
"ENSG00000231620","ENST00000433210",21,19301613,19303739,1,19301613,19303739,"AP000855.4",1,31.97,"lincRNA","lincRNA",2126,2126
"ENSG00000272015","ENST00000606322",21,38894785,38894867,1,38894785,38894867,"SNORA62",1,43.37,"snoRNA","snoRNA",82,82
"ENSG00000207503","ENST00000384772",21,41539206,41539326,1,41539206,41539326,"SNORA32",1,47.11,"snoRNA","snoRNA",120,120
"ENSG00000207097","ENST00000384369",21,13047583,13047689,1,13047583,13047689,"RNU6-614P",1,41.12,"snRNA","snRNA",106,106
"ENSG00000206107","ENST00000382835",21,30337013,30337694,-1,30337013,30337694,"KRTAP27-1",1,47.36,"protein_coding","protein_coding",681,681
"ENSG00000188681","ENST00000416067",21,9068361,9129752,-1,9068361,9129752,"TEKT4P2",2,45.63,"transcribed_unprocessed_pseudogene","processed_transcript",61391,61391
"ENSG00000232687","ENST00000412942",21,29127701,29128188,-1,29127701,29128188,"RPL12P9",1,45.49,"processed_pseudogene","processed_pseudogene",487,487
"ENSG00000171587","ENST00000400454",21,40010999,40847139,-1,40010999,40847139,"DSCAM",3,40.93,"protein_coding","protein_coding",836140,836140
"ENSG00000265007","ENST00000581194",21,30375294,30375378,-1,30375294,30375378,"MIR4327",1,54.12,"miRNA","miRNA",84,84
"ENSG00000154654","ENST00000400546",21,20998315,21543329,1,20998315,21543329,"NCAM2",5,34.03,"protein_coding","protein_coding",545014,545014
"ENSG00000226501","ENST00000451645",21,33334571,33335096,1,33334571,33335096,"USF1P1",1,54.75,"processed_pseudogene","processed_pseudogene",525,525
"ENSG00000160188","ENST00000291536",21,42472486,42496354,-1,42472486,42496354,"RSPH1",3,46.14,"protein_coding","protein_coding",23868,23868
"ENSG00000186980","ENST00000334160",21,30348399,30348609,-1,30348399,30348609,"KRTAP23-1",1,56.4,"protein_coding","protein_coding",210,210
"ENSG00000250973","ENST00000508999",21,30356515,30356885,-1,30356515,30356885,"KRTAP13-6P",1,46.09,"unprocessed_pseudogene","unprocessed_pseudogene",370,370
"ENSG00000225431","ENST00000419628",21,42599280,42615058,-1,42599280,42615058,"AP001626.1",1,45.07,"lincRNA","lincRNA",15778,15778
"ENSG00000227075","ENST00000452500",21,21933315,21975681,-1,21933315,21975681,"AP000472.3",1,34.79,"lincRNA","lincRNA",42366,42366
"ENSG00000279669","ENST00000623753",21,5232668,5243833,-1,5232668,5243833,"RP11-717F1.1",1,39.71,"lincRNA","lincRNA",11165,11165
"ENSG00000241837","ENST00000290299",21,33903453,33915980,-1,33903453,33915980,"ATP5O",10,43.51,"protein_coding","protein_coding",12527,12527
"ENSG00000233213","ENST00000435001",21,37717102,37719569,-1,37717102,37719569,"KCNJ6-AS1",1,48.1,"sense_intronic","sense_intronic",2467,2467
"ENSG00000279751","ENST00000623720",21,6904884,6906692,1,6904884,6906692,"CH507-210P18.5",1,37.26,"lincRNA","lincRNA",1808,1808
"ENSG00000228120","ENST00000433840",21,43159066,43162277,-1,43159066,43162277,"AP001631.10",1,60.4,"lincRNA","lincRNA",3211,3211
"ENSG00000223262","ENST00000411330",21,42221173,42221286,1,42221173,42221286,"RNA5SP492",1,52.63,"rRNA","rRNA",113,113
"ENSG00000240755","ENST00000433806",21,14143581,14144158,1,14143581,14144158,"ERLEC1P1",1,38.06,"processed_pseudogene","processed_pseudogene",577,577
"ENSG00000224905","ENST00000428809",21,14027421,14144468,1,14027421,14144468,"AP001347.6",3,42.94,"antisense","antisense",117047,117047
"ENSG00000233056","ENST00000447535",21,42916803,42925646,-1,42916803,42925646,"ERVH48-1",2,50.59,"lincRNA","lincRNA",8843,8843
"ENSG00000225555","ENST00000440403",21,34370802,34375348,-1,34370802,34375348,"AP000320.6",1,45.28,"antisense","antisense",4546,4546
"ENSG00000276556","ENST00000611755",21,10640028,10640338,-1,10640028,10640338,"AF254982.2",1,52.73,"unprocessed_pseudogene","unprocessed_pseudogene",310,310
"ENSG00000224574","ENST00000446475",21,45407386,45410065,-1,45407386,45410065,"COL18A1-AS2",1,59.78,"antisense","antisense",2679,2679
"ENSG00000224141","ENST00000437492",21,18561265,18760003,-1,18561265,18760003,"MIR548XHG",3,35.53,"lincRNA","lincRNA",198738,198738
"ENSG00000231136","ENST00000454567",21,22153950,22154299,-1,22153950,22154299,"AP000705.6",1,52.57,"processed_pseudogene","processed_pseudogene",349,349
"ENSG00000272958","ENST00000608289",21,34425508,34426017,1,34425508,34426017,"CMP21-97G8.2",1,38.24,"lincRNA","lincRNA",509,509
"ENSG00000234030","ENST00000452969",21,43783123,43783573,1,43783123,43783573,"TMEM97P1",1,52.77,"processed_pseudogene","processed_pseudogene",450,450
"ENSG00000154646","ENST00000284885",21,18269116,18485879,-1,18269116,18403656,"TMPRSS15",3,35.11,"protein_coding","protein_coding",216763,134540
"ENSG00000237373","ENST00000435608",21,39217093,39219805,-1,39217093,39219805,"BRWD1-IT1",1,37.38,"sense_overlapping","sense_overlapping",2712,2712
"ENSG00000272991","ENST00000608767",21,39184469,39184899,1,39184469,39184899,"AF129408.17",1,34.57,"antisense","antisense",430,430
"ENSG00000280346","ENST00000624353",21,6507017,6507389,-1,6507017,6507389,"CH507-152C13.4",1,46.11,"processed_pseudogene","processed_pseudogene",372,372
"ENSG00000279094","ENST00000624261",21,5499151,5502542,-1,5499151,5502542,"CH507-24F1.1",3,38.09,"lincRNA","lincRNA",3391,3391
"ENSG00000272948","ENST00000608405",21,37267784,37268497,1,37267784,37268497,"AP001412.1",1,57.28,"antisense","antisense",713,713
"ENSG00000155307","ENST00000285670",21,14485228,14583402,-1,14485228,14583402,"SAMSN1",6,36.18,"protein_coding","protein_coding",98174,98174
"ENSG00000237444","ENST00000423389",21,25031005,25031529,-1,25031005,25031529,"AP001342.1",1,39.43,"processed_pseudogene","processed_pseudogene",524,524
"ENSG00000230379","ENST00000444178",21,24938431,24992817,-1,24938431,24992817,"AP000146.2",3,36.8,"lincRNA","lincRNA",54386,54386
"ENSG00000226983","ENST00000441009",21,24840550,25057746,1,24840550,25057746,"AP000235.2",1,36.08,"lincRNA","lincRNA",217196,217196
"ENSG00000227090","ENST00000446404",21,24886676,24902756,-1,24886676,24902756,"AP000402.3",1,34.21,"lincRNA","lincRNA",16080,16080
"ENSG00000244278","ENST00000424017",21,25055535,25069906,1,25055535,25069906,"AP000235.3",1,36.36,"lincRNA","lincRNA",14371,14371
"ENSG00000231324","ENST00000457669",21,36632681,36637033,-1,36632681,36637033,"AP000696.2",1,43.4,"lincRNA","lincRNA",4352,4352
"ENSG00000232260","ENST00000413813",21,17518526,17518993,-1,17518526,17518993,"BTF3L4P1",1,41.67,"processed_pseudogene","processed_pseudogene",467,467
"ENSG00000160200","ENST00000352178",21,43053191,43076943,-1,43053191,43076378,"CBS",17,59.18,"protein_coding","protein_coding",23752,23187
"ENSG00000174680","ENST00000455392",21,29748175,29764002,1,29748175,29763680,"GRIK1-AS1",5,40.42,"antisense","antisense",15827,15505
"ENSG00000237646","ENST00000434195",21,36803984,36806284,-1,36803984,36806284,"HLCS-IT1",1,47.81,"sense_intronic","sense_intronic",2300,2300
"ENSG00000224790","ENST00000637940",21,36966492,36975164,1,36966492,36975164,"AP000704.5",2,47.75,"lincRNA","lincRNA",8672,8672
"ENSG00000236663","ENST00000424933",21,43140523,43141092,-1,43140523,43141092,"FRGCA",1,56.84,"antisense","antisense",569,569
"ENSG00000225218","ENST00000431150",21,42831040,42836477,-1,42831040,42836477,"AP001628.6",1,51.1,"lincRNA","lincRNA",5437,5437
"ENSG00000160209","ENST00000468090",21,43719094,43762307,1,43719097,43762307,"PDXK",19,57.26,"protein_coding","protein_coding",43213,43210
"ENSG00000236119","ENST00000445464",21,36082859,36090414,1,36082859,36090414,"AP000688.15",1,43.36,"lincRNA","lincRNA",7555,7555
"ENSG00000233393","ENST00000422473",21,36104881,36109690,1,36104881,36109690,"AP000688.29",1,42.04,"lincRNA","lincRNA",4809,4809
"ENSG00000159228","ENST00000530908",21,36069941,36073166,1,36069941,36073166,"CBR1",5,50.62,"protein_coding","protein_coding",3225,3225
"ENSG00000224269","ENST00000430607",21,36698773,36701564,-1,36698773,36701564,"AP000697.6",1,67.73,"antisense","antisense",2791,2791
"ENSG00000224247","ENST00000433588",21,15493932,15496124,-1,15493932,15496124,"AJ009632.3",1,39.99,"lincRNA","lincRNA",2192,2192
"ENSG00000159263","ENST00000290399",21,36699133,36749917,1,36699134,36749917,"SIM2",5,51.13,"protein_coding","protein_coding",50784,50783
"ENSG00000198862","ENST00000614971",21,28928144,28992956,-1,28928144,28992956,"LTN1",7,36.74,"protein_coding","protein_coding",64812,64812
"ENSG00000160305","ENST00000400274",21,46458899,46569852,1,46458899,46569708,"DIP2A",12,44.91,"protein_coding","protein_coding",110953,110809
"ENSG00000228318","ENST00000411427",21,41441056,41445708,-1,41441056,41445708,"AP001610.5",1,45.37,"antisense","antisense",4652,4652
"ENSG00000273614","ENST00000619030",21,7826098,7826225,-1,7826098,7826225,"SNORA11",1,57.03,"snoRNA","snoRNA",127,127
"ENSG00000212564","ENST00000391262",21,15614283,15614389,1,15614283,15614389,"RNU6-1326P",1,41.12,"snRNA","snRNA",106,106
"ENSG00000184012","ENST00000454499",21,41464551,41531116,-1,41467734,41531116,"TMPRSS2",11,49.1,"protein_coding","protein_coding",66565,63382
"ENSG00000274276","ENST00000618024",21,6444869,6468040,-1,6444869,6468040,"CBSL",10,58.81,"protein_coding","protein_coding",23171,23171
"ENSG00000229025","ENST00000435878",21,26349780,26350634,-1,26349780,26350634,"AP001595.1",1,38.36,"lincRNA","lincRNA",854,854
"ENSG00000166979","ENST00000300255",21,32412006,32515397,1,32412381,32515389,"EVA1C",13,46.51,"protein_coding","protein_coding",103391,103008
"ENSG00000275874","ENST00000615826",21,44999208,45004727,-1,44999208,45004727,"PICSAR",1,62.75,"lincRNA","lincRNA",5519,5519
"ENSG00000236830","ENST00000624080",21,36131767,36175815,-1,36132800,36175815,"CBR3-AS1",18,47.9,"processed_transcript","antisense",44048,43015
"ENSG00000231355","ENST00000450928",21,33482499,33484258,-1,33482499,33484258,"AP000302.58",1,43.58,"antisense","antisense",1759,1759
"ENSG00000235277","ENST00000430391",21,14918534,14947096,1,14918534,14947096,"AF127577.8",1,38.85,"antisense","antisense",28562,28562
"ENSG00000223400","ENST00000418874",21,41576135,41581319,-1,41576135,41581319,"AP006748.1",1,40.73,"lincRNA","lincRNA",5184,5184
"ENSG00000229047","ENST00000446301",21,14961309,14964233,1,14961309,14964233,"AF127577.10",1,32.85,"antisense","antisense",2924,2924
"ENSG00000180530","ENST00000400202",21,14961235,15065936,-1,14961235,15065000,"NRIP1",7,36.59,"protein_coding","protein_coding",104701,103765
"ENSG00000230233","ENST00000416002",21,18614431,18650360,1,18614431,18650360,"AF240627.2",1,33.26,"lincRNA","lincRNA",35929,35929
"ENSG00000235965","ENST00000450653",21,19046310,19047684,-1,19046310,19047684,"AP000431.1",1,33.45,"lincRNA","lincRNA",1374,1374
"ENSG00000275166","ENST00000622292",21,41746772,41746841,-1,41746772,41746841,"MIR6814",1,62.86,"miRNA","miRNA",69,69
"ENSG00000279226","ENST00000623061",21,6520344,6520670,-1,6520344,6520670,"CH507-152C13.5",1,48.01,"TEC","TEC",326,326
"ENSG00000278927","ENST00000623896",21,6550749,6553955,-1,6550749,6553955,"CH507-152C13.6",1,60.46,"lincRNA","lincRNA",3206,3206
