"ensembl.gene.id","ensembl.transcript.id","chromosome.name","gene.start","gene.end","strand","transcript.start","transcript.end.","gene.name","transcript.count","gc.content","gene.type","transcript.type","gene.length"
"ENSG00000215386","ENST00000445461",21,15928296,16627397,1,16194395,16607222,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602505",21,15928296,16627397,1,16194565,16487537,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602901",21,15928296,16627397,1,16231079,16607130,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602339",21,15928296,16627397,1,16330604,16607268,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602892",21,15928296,16627397,1,16419328,16607151,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000418813",21,15928296,16627397,1,16419402,16613481,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000435697",21,15928296,16627397,1,16419432,16487895,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000453910",21,15928296,16627397,1,16419518,16607103,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602620",21,15928296,16627397,1,16420455,16607137,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000441820",21,15928296,16627397,1,16537281,16607249,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602280",21,15928296,16627397,1,16537343,16627397,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000215386","ENST00000602323",21,15928296,16627397,1,16588689,16627195,"MIR99AHG",20,35.47,"lincRNA","lincRNA",699101
"ENSG00000280075","ENST00000623929",21,9810381,9810503,-1,9810381,9810503,"RP11-555K2.1",1,52.03,"processed_pseudogene","processed_pseudogene",122
"ENSG00000237232","ENST00000412906",21,42009194,42024924,1,42009194,42024866,"ZNF295-AS1",3,51.34,"lincRNA","lincRNA",15730
"ENSG00000237232","ENST00000455701",21,42009194,42024924,1,42022023,42024866,"ZNF295-AS1",3,51.34,"lincRNA","lincRNA",15730
"ENSG00000237232","ENST00000429739",21,42009194,42024924,1,42022267,42024924,"ZNF295-AS1",3,51.34,"lincRNA","lincRNA",15730
"ENSG00000215005","ENST00000447985",21,28887280,28889272,-1,28887280,28889272,"HSPD1P7",1,42.15,"processed_pseudogene","processed_pseudogene",1992
"ENSG00000173276","ENST00000398505",21,41986831,42010387,-1,41986831,42010357,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000173276","ENST00000310826",21,41986831,42010387,-1,41986831,42010357,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000173276","ENST00000398499",21,41986831,42010387,-1,41988637,42010366,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000173276","ENST00000398511",21,41986831,42010387,-1,41988637,42010387,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000173276","ENST00000465968",21,41986831,42010387,-1,41991406,42010333,"ZBTB21",8,42.8,"protein_coding","processed_transcript",23556
"ENSG00000173276","ENST00000425521",21,41986831,42010387,-1,41993740,42008057,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000173276","ENST00000449949",21,41986831,42010387,-1,41993948,42010357,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000173276","ENST00000398497",21,41986831,42010387,-1,41993948,42010366,"ZBTB21",8,42.8,"protein_coding","protein_coding",23556
"ENSG00000236677","ENST00000436303",21,36060432,36064408,1,36060432,36064408,"AP000688.11",1,47.6,"antisense","antisense",3976
"ENSG00000189089","ENST00000408914",21,36050214,36051377,1,36050214,36051377,"RIMKLBP1",1,47.85,"processed_pseudogene","processed_pseudogene",1163
"ENSG00000279208","ENST00000624041",21,9369285,9376645,-1,9369285,9376645,"bP-21264C1.1",1,35.59,"unprocessed_pseudogene","unprocessed_pseudogene",7360
"ENSG00000159212","ENST00000360731",21,34669389,34718227,1,34669389,34718227,"CLIC6",2,45.73,"protein_coding","protein_coding",48838
"ENSG00000159212","ENST00000349499",21,34669389,34718227,1,34669389,34718227,"CLIC6",2,45.73,"protein_coding","protein_coding",48838
"ENSG00000279321","ENST00000624226",21,9913117,9914846,1,9913117,9914713,"RP11-555K2.4",2,35.09,"lincRNA","lincRNA",1729
"ENSG00000279321","ENST00000623559",21,9913117,9914846,1,9913361,9914846,"RP11-555K2.4",2,35.09,"lincRNA","lincRNA",1729
"ENSG00000255568","ENST00000603064",21,39313935,39314962,1,39313935,39314962,"BRWD1-AS2",1,59.24,"antisense","antisense",1027
"ENSG00000238141","ENST00000423274",21,39315707,39323218,1,39315707,39323218,"BRWD1-AS1",1,45.53,"antisense","antisense",7511
"ENSG00000203616","ENST00000366423",21,13936993,13937325,-1,13936993,13937325,"RHOT1P2",1,42.04,"processed_pseudogene","processed_pseudogene",332
"ENSG00000231986","ENST00000441465",21,23888798,23890541,-1,23888798,23890541,"AP000474.1",1,34.81,"lincRNA","lincRNA",1743
"ENSG00000226580","ENST00000445481",21,17500679,17500824,-1,17500679,17500824,"RPL39P40",1,39.73,"processed_pseudogene","processed_pseudogene",145
"ENSG00000184385","ENST00000329015",21,42102134,42108534,-1,42102134,42108534,"UMODL1-AS1",1,55.23,"sense_overlapping","sense_overlapping",6400
"ENSG00000160224","ENST00000530812",21,44285838,44298648,1,44285838,44298648,"AIRE",5,63.87,"protein_coding","retained_intron",12810
"ENSG00000160224","ENST00000527919",21,44285838,44298648,1,44285846,44297739,"AIRE",5,63.87,"protein_coding","retained_intron",12810
"ENSG00000160224","ENST00000291582",21,44285838,44298648,1,44285880,44298219,"AIRE",5,63.87,"protein_coding","protein_coding",12810
"ENSG00000160224","ENST00000397994",21,44285838,44298648,1,44290755,44297989,"AIRE",5,63.87,"protein_coding","retained_intron",12810
"ENSG00000160224","ENST00000337909",21,44285838,44298648,1,44290755,44297989,"AIRE",5,63.87,"protein_coding","retained_intron",12810
"ENSG00000155313","ENST00000285679",21,15730025,15880069,1,15730025,15878911,"USP25",10,35.41,"protein_coding","protein_coding",150044
"ENSG00000155313","ENST00000351097",21,15730025,15880069,1,15730025,15878911,"USP25",10,35.41,"protein_coding","protein_coding",150044
"ENSG00000155313","ENST00000285681",21,15730025,15880069,1,15730025,15880058,"USP25",10,35.41,"protein_coding","protein_coding",150044
"ENSG00000155313","ENST00000547201",21,15730025,15880069,1,15773256,15818729,"USP25",10,35.41,"protein_coding","processed_transcript",150044
"ENSG00000155313","ENST00000549362",21,15730025,15880069,1,15773256,15818729,"USP25",10,35.41,"protein_coding","processed_transcript",150044
"ENSG00000155313","ENST00000464435",21,15730025,15880069,1,15799534,15805655,"USP25",10,35.41,"protein_coding","retained_intron",150044
"ENSG00000155313","ENST00000453553",21,15730025,15880069,1,15825010,15833379,"USP25",10,35.41,"protein_coding","protein_coding",150044
"ENSG00000155313","ENST00000449491",21,15730025,15880069,1,15842518,15874518,"USP25",10,35.41,"protein_coding","protein_coding",150044
"ENSG00000155313","ENST00000478932",21,15730025,15880069,1,15875996,15878911,"USP25",10,35.41,"protein_coding","retained_intron",150044
"ENSG00000155313","ENST00000400183",21,15730025,15880069,1,15730025,15880069,"USP25",10,35.41,"protein_coding","protein_coding",150044
"ENSG00000230982","ENST00000419906",21,46653558,46654022,-1,46653558,46654022,"DSTNP1",1,43.44,"processed_pseudogene","processed_pseudogene",464
"ENSG00000224018","ENST00000448063",21,24155170,24188342,-1,24155170,24188342,"AP000470.2",1,35.15,"lincRNA","lincRNA",33172
"ENSG00000232855","ENST00000433310",21,28439346,28674848,-1,28439346,28674848,"AF131217.1",3,37.69,"lincRNA","lincRNA",235502
"ENSG00000232855","ENST00000430247",21,28439346,28674848,-1,28444549,28626604,"AF131217.1",3,37.69,"lincRNA","lincRNA",235502
"ENSG00000232855","ENST00000452028",21,28439346,28674848,-1,28670981,28674773,"AF131217.1",3,37.69,"lincRNA","lincRNA",235502
"ENSG00000226935","ENST00000412526",21,28539318,28540355,1,28539318,28540355,"LINC00161",2,40.56,"lincRNA","lincRNA",1037
"ENSG00000226935","ENST00000455939",21,28539318,28540355,1,28539318,28540355,"LINC00161",2,40.56,"lincRNA","lincRNA",1037
"ENSG00000183640","ENST00000329621",21,30812697,30813252,-1,30812697,30813252,"KRTAP8-1",1,51.62,"protein_coding","protein_coding",555
"ENSG00000160190","ENST00000454800",21,42496008,42581440,1,42496008,42498203,"SLC37A1",9,48.79,"protein_coding","processed_transcript",85432
"ENSG00000160190","ENST00000419522",21,42496008,42581440,1,42496018,42518510,"SLC37A1",9,48.79,"protein_coding","protein_coding",85432
"ENSG00000160190","ENST00000398341",21,42496008,42581440,1,42499632,42581440,"SLC37A1",9,48.79,"protein_coding","protein_coding",85432
"ENSG00000160190","ENST00000484887",21,42496008,42581440,1,42499707,42502974,"SLC37A1",9,48.79,"protein_coding","processed_transcript",85432
"ENSG00000160190","ENST00000471277",21,42496008,42581440,1,42513892,42526038,"SLC37A1",9,48.79,"protein_coding","processed_transcript",85432
"ENSG00000160190","ENST00000352133",21,42496008,42581440,1,42513914,42581440,"SLC37A1",9,48.79,"protein_coding","protein_coding",85432
"ENSG00000160190","ENST00000398343",21,42496008,42581440,1,42514524,42518510,"SLC37A1",9,48.79,"protein_coding","protein_coding",85432
"ENSG00000160190","ENST00000487951",21,42496008,42581440,1,42543517,42547717,"SLC37A1",9,48.79,"protein_coding","retained_intron",85432
"ENSG00000160190","ENST00000496416",21,42496008,42581440,1,42565827,42575947,"SLC37A1",9,48.79,"protein_coding","processed_transcript",85432
"ENSG00000232539","ENST00000453716",21,33057829,33064983,1,33057829,33064983,"LINC00945",1,49.43,"lincRNA","lincRNA",7154
"ENSG00000228184","ENST00000444901",21,13525599,13528579,1,13525599,13528579,"SNX19P1",1,49.88,"processed_pseudogene","processed_pseudogene",2980
"ENSG00000233215","ENST00000416327",21,22008944,22098459,-1,22008944,22018156,"AP000472.2",3,35.1,"lincRNA","lincRNA",89515
"ENSG00000233215","ENST00000420255",21,22008944,22098459,-1,22009158,22098459,"AP000472.2",3,35.1,"lincRNA","lincRNA",89515
"ENSG00000233215","ENST00000419467",21,22008944,22098459,-1,22041174,22054369,"AP000472.2",3,35.1,"lincRNA","lincRNA",89515
"ENSG00000233783","ENST00000617755",21,25928754,25942686,1,25928754,25935126,"AP001442.2",7,40.47,"processed_transcript","antisense",13932
"ENSG00000233783","ENST00000456904",21,25928754,25942686,1,25933816,25935270,"AP001442.2",7,40.47,"processed_transcript","antisense",13932
"ENSG00000233783","ENST00000596385",21,25928754,25942686,1,25934087,25941641,"AP001442.2",7,40.47,"processed_transcript","antisense",13932
"ENSG00000233783","ENST00000599572",21,25928754,25942686,1,25934089,25935178,"AP001442.2",7,40.47,"processed_transcript","antisense",13932
"ENSG00000233783","ENST00000597894",21,25928754,25942686,1,25934306,25941803,"AP001442.2",7,40.47,"processed_transcript","antisense",13932
"ENSG00000233783","ENST00000600590",21,25928754,25942686,1,25934312,25942686,"AP001442.2",7,40.47,"processed_transcript","antisense",13932
"ENSG00000233783","ENST00000596669",21,25928754,25942686,1,25934341,25935178,"AP001442.2",7,40.47,"processed_transcript","retained_intron",13932
"ENSG00000187766","ENST00000334662",21,44612079,44612954,1,44612079,44612954,"KRTAP10-8",1,65.87,"protein_coding","protein_coding",875
"ENSG00000225731","ENST00000437426",21,42733594,42741758,-1,42733594,42741758,"AP001627.1",1,49.8,"antisense","antisense",8164
"ENSG00000231123","ENST00000423089",21,38238227,38238664,-1,38238227,38238664,"SPATA20P1",1,57.08,"processed_pseudogene","processed_pseudogene",437
"ENSG00000225637","ENST00000435702",21,43363332,43366566,1,43363332,43366566,"AP001046.6",1,58.58,"lincRNA","lincRNA",3234
"ENSG00000179381","ENST00000431829",21,13544282,13545185,-1,13544282,13545185,"OR4K11P",1,43.03,"processed_pseudogene","processed_pseudogene",903
"ENSG00000156265","ENST00000496779",21,29077471,29175889,1,29077471,29109791,"MAP3K7CL",16,40.51,"protein_coding","processed_transcript",98418
"ENSG00000156265","ENST00000419845",21,29077471,29175889,1,29077475,29091576,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000492930",21,29077471,29175889,1,29077496,29102640,"MAP3K7CL",16,40.51,"protein_coding","processed_transcript",98418
"ENSG00000156265","ENST00000341618",21,29077471,29175889,1,29077633,29175889,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000399935",21,29077471,29175889,1,29077633,29175889,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000399934",21,29077471,29175889,1,29077633,29175889,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000399947",21,29077471,29175889,1,29080552,29175889,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000339024",21,29077471,29175889,1,29092254,29175889,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000460883",21,29077471,29175889,1,29122055,29175029,"MAP3K7CL",16,40.51,"protein_coding","processed_transcript",98418
"ENSG00000156265","ENST00000399928",21,29077471,29175889,1,29130485,29175889,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000399926",21,29077471,29175889,1,29130638,29175014,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000399925",21,29077471,29175889,1,29130961,29175026,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000451489",21,29077471,29175889,1,29131257,29174745,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000470800",21,29077471,29175889,1,29145559,29175219,"MAP3K7CL",16,40.51,"protein_coding","processed_transcript",98418
"ENSG00000156265","ENST00000286791",21,29077471,29175889,1,29085861,29175888,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000156265","ENST00000545939",21,29077471,29175889,1,29109132,29175888,"MAP3K7CL",16,40.51,"protein_coding","protein_coding",98418
"ENSG00000228159","ENST00000427446",21,13546033,13558461,1,13546033,13558461,"AP001465.5",1,33.34,"lincRNA","lincRNA",12428
"ENSG00000266133","ENST00000584048",21,26953961,26954043,1,26953961,26954043,"MIR4759",1,31.33,"miRNA","miRNA",82
"ENSG00000218549","ENST00000406538",21,13581044,13582004,-1,13581044,13582004,"OR4K12P",1,40.79,"processed_pseudogene","processed_pseudogene",960
"ENSG00000265841","ENST00000580069",21,18686090,18686164,-1,18686090,18686164,"MIR548X",1,33.33,"miRNA","miRNA",74
"ENSG00000199598","ENST00000362728",21,43919795,43919901,-1,43919795,43919901,"RNU6-859P",1,47.66,"snRNA","snRNA",106
"ENSG00000252950","ENST00000517141",21,32563075,32563210,1,32563075,32563210,"RNA5SP490",1,41.18,"rRNA","rRNA",135
"ENSG00000232837","ENST00000433952",21,38974429,38977774,-1,38974429,38977774,"AF064858.7",1,46.47,"lincRNA","lincRNA",3345
"ENSG00000278775","ENST00000619112",21,8433085,8433174,1,8433085,8433174,"pRNA",1,75.56,"misc_RNA","misc_RNA",89
"ENSG00000279477","ENST00000623518",21,7003248,7007022,-1,7003248,7007022,"CH507-236L23.4",1,53.67,"unprocessed_pseudogene","unprocessed_pseudogene",3774
"ENSG00000223431","ENST00000443620",21,44472895,44473739,1,44472895,44473739,"MTND6P21",1,42.25,"processed_pseudogene","processed_pseudogene",844
"ENSG00000184221","ENST00000382348",21,33070144,33072420,1,33070144,33072420,"OLIG1",3,64.6,"protein_coding","protein_coding",2276
"ENSG00000184221","ENST00000426947",21,33070144,33072420,1,33070965,33072413,"OLIG1",3,64.6,"protein_coding","protein_coding",2276
"ENSG00000184221","ENST00000498799",21,33070144,33072420,1,33071668,33072413,"OLIG1",3,64.6,"protein_coding","processed_transcript",2276
"ENSG00000275692","ENST00000617390",21,8432530,8432621,1,8432530,8432621,"MIR6724-4",1,83.7,"miRNA","miRNA",91
"ENSG00000239023","ENST00000458992",21,16718998,16719157,1,16718998,16719157,"RNU1-98P",1,51.25,"snRNA","snRNA",159
"ENSG00000263969","ENST00000579533",21,37215605,37215903,1,37215605,37215903,"RN7SL678P",1,55.18,"misc_RNA","misc_RNA",298
"ENSG00000228709","ENST00000449713",21,44485577,44490288,1,44485577,44490288,"AP001065.15",1,47.62,"lincRNA","lincRNA",4711
"ENSG00000221837","ENST00000397911",21,44627123,44628293,1,44627123,44628293,"KRTAP10-9",3,66.61,"protein_coding","protein_coding",1170
"ENSG00000221837","ENST00000484861",21,44627123,44628293,1,44627123,44628293,"KRTAP10-9",3,66.61,"protein_coding","processed_transcript",1170
"ENSG00000221837","ENST00000616529",21,44627123,44628293,1,44627148,44628062,"KRTAP10-9",3,66.61,"protein_coding","protein_coding",1170
"ENSG00000205581","ENST00000288344",21,39342315,39349647,-1,39342315,39348991,"HMGN1",20,42.26,"protein_coding","nonsense_mediated_decay",7332
"ENSG00000205581","ENST00000486741",21,39342315,39349647,-1,39342315,39349099,"HMGN1",20,42.26,"protein_coding","retained_intron",7332
"ENSG00000205581","ENST00000431390",21,39342315,39349647,-1,39342315,39349140,"HMGN1",20,42.26,"protein_coding","nonsense_mediated_decay",7332
"ENSG00000205581","ENST00000380749",21,39342315,39349647,-1,39342315,39349200,"HMGN1",20,42.26,"protein_coding","protein_coding",7332
"ENSG00000205581","ENST00000492280",21,39342315,39349647,-1,39342315,39349344,"HMGN1",20,42.26,"protein_coding","retained_intron",7332
"ENSG00000205581","ENST00000436324",21,39342315,39349647,-1,39342646,39349088,"HMGN1",20,42.26,"protein_coding","nonsense_mediated_decay",7332
"ENSG00000205581","ENST00000380748",21,39342315,39349647,-1,39342692,39349053,"HMGN1",20,42.26,"protein_coding","protein_coding",7332
"ENSG00000205581","ENST00000419378",21,39342315,39349647,-1,39342788,39349040,"HMGN1",20,42.26,"protein_coding","nonsense_mediated_decay",7332
"ENSG00000205581","ENST00000489072",21,39342315,39349647,-1,39342800,39348862,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000482192",21,39342315,39349647,-1,39342804,39348623,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000380747",21,39342315,39349647,-1,39342879,39349647,"HMGN1",20,42.26,"protein_coding","protein_coding",7332
"ENSG00000205581","ENST00000485550",21,39342315,39349647,-1,39342909,39348597,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000490032",21,39342315,39349647,-1,39342978,39348339,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000443046",21,39342315,39349647,-1,39343009,39349054,"HMGN1",20,42.26,"protein_coding","nonsense_mediated_decay",7332
"ENSG00000205581","ENST00000464078",21,39342315,39349647,-1,39343137,39349054,"HMGN1",20,42.26,"protein_coding","retained_intron",7332
"ENSG00000205581","ENST00000491183",21,39342315,39349647,-1,39347147,39349067,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000479586",21,39342315,39349647,-1,39347336,39349015,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000471260",21,39342315,39349647,-1,39347492,39348620,"HMGN1",20,42.26,"protein_coding","processed_transcript",7332
"ENSG00000205581","ENST00000482733",21,39342315,39349647,-1,39347995,39349020,"HMGN1",20,42.26,"protein_coding","retained_intron",7332
"ENSG00000205581","ENST00000463631",21,39342315,39349647,-1,39348065,39349054,"HMGN1",20,42.26,"protein_coding","retained_intron",7332
"ENSG00000187175","ENST00000391617",21,44681576,44682163,-1,44681576,44682163,"KRTAP12-1",1,60.37,"protein_coding","protein_coding",587
"ENSG00000205445","ENST00000391621",21,44550357,44551505,-1,44550357,44551505,"KRTAP10-2",2,66.23,"protein_coding","protein_coding",1148
"ENSG00000205445","ENST00000498210",21,44550357,44551505,-1,44550435,44551505,"KRTAP10-2",2,66.23,"protein_coding","processed_transcript",1148
"ENSG00000212136","ENST00000390834",21,37045530,37045636,1,37045530,37045636,"RNU6-696P",1,42.99,"snRNA","snRNA",106
"ENSG00000184809","ENST00000489821",21,39597147,39612821,-1,39597147,39599656,"B3GALT5-AS1",4,48.68,"antisense","antisense",15674
"ENSG00000184809","ENST00000380612",21,39597147,39612821,-1,39597147,39612441,"B3GALT5-AS1",4,48.68,"antisense","antisense",15674
"ENSG00000184809","ENST00000380604",21,39597147,39612821,-1,39605599,39612441,"B3GALT5-AS1",4,48.68,"antisense","antisense",15674
"ENSG00000184809","ENST00000329618",21,39597147,39612821,-1,39605599,39612821,"B3GALT5-AS1",4,48.68,"antisense","antisense",15674
"ENSG00000275708","ENST00000615959",21,8208473,8208652,1,8208473,8208652,"MIR3648-1",1,83.89,"miRNA","miRNA",179
"ENSG00000276633","ENST00000618749",21,45870854,45873345,1,45870854,45873345,"AJ011931.1",1,57.91,"sense_intronic","sense_intronic",2491
"ENSG00000211590","ENST00000390235",21,35720715,35720808,1,35720715,35720808,"MIR802",1,37.23,"miRNA","miRNA",93
"ENSG00000264462","ENST00000581792",21,8986999,8987178,1,8986999,8987178,"MIR3648-2",1,83.89,"miRNA","miRNA",179
"ENSG00000223822","ENST00000447052",21,23390258,23390996,1,23390258,23390996,"EEF1A1P1",1,48.44,"processed_pseudogene","processed_pseudogene",738
"ENSG00000171189","ENST00000327783",21,29536933,29940033,-1,29536933,29939532,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000389125",21,29536933,29940033,-1,29536933,29939625,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000399913",21,29536933,29940033,-1,29536933,29939674,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000399914",21,29536933,29940033,-1,29536933,29940022,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000389124",21,29536933,29940033,-1,29537706,29939532,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000399907",21,29536933,29940033,-1,29553252,29939912,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000399909",21,29536933,29940033,-1,29553252,29939912,"GRIK1",8,38.04,"protein_coding","protein_coding",403100
"ENSG00000171189","ENST00000472429",21,29536933,29940033,-1,29598794,29940033,"GRIK1",8,38.04,"protein_coding","processed_transcript",403100
"ENSG00000237604","ENST00000411956",21,44175489,44176453,1,44175489,44176453,"AP001056.1",1,55.54,"lincRNA","lincRNA",964
"ENSG00000205622","ENST00000626259",21,38863676,38956467,-1,38863676,38912921,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000205622","ENST00000380931",21,38863676,38956467,-1,38876087,38938429,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000205622","ENST00000415824",21,38863676,38956467,-1,38880307,38956467,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000205622","ENST00000440379",21,38863676,38956467,-1,38912738,38915148,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000205622","ENST00000623098",21,38863676,38956467,-1,38913187,38926180,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000205622","ENST00000613045",21,38863676,38956467,-1,38913313,38926277,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000205622","ENST00000615324",21,38863676,38956467,-1,38919061,38919521,"AF064858.6",7,43.68,"lincRNA","lincRNA",92791
"ENSG00000228677","ENST00000424733",21,37187666,37193926,-1,37187666,37193926,"TTC3-AS1",1,39.27,"antisense","antisense",6260
"ENSG00000207863","ENST00000385128",21,16590237,16590325,1,16590237,16590325,"MIR125B2",1,49.44,"miRNA","miRNA",88
"ENSG00000277671","ENST00000618423",21,8250060,8250149,1,8250060,8250149,"pRNA",1,75.56,"misc_RNA","misc_RNA",89
"ENSG00000280170","ENST00000624569",21,35898055,35898429,-1,35898055,35898429,"AP000687.1",1,48.53,"protein_coding","protein_coding",374
"ENSG00000234293","ENST00000429843",21,29496047,29500386,1,29496047,29500386,"BACH1-IT3",1,43.39,"sense_intronic","sense_intronic",4339
"ENSG00000227039","ENST00000441379",21,44921051,44929678,1,44921051,44929678,"ITGB2-AS1",6,49.14,"antisense","antisense",8627
"ENSG00000227039","ENST00000609694",21,44921051,44929678,1,44921073,44927902,"ITGB2-AS1",6,49.14,"antisense","antisense",8627
"ENSG00000227039","ENST00000609592",21,44921051,44929678,1,44921073,44927970,"ITGB2-AS1",6,49.14,"antisense","antisense",8627
"ENSG00000227039","ENST00000610063",21,44921051,44929678,1,44921076,44927942,"ITGB2-AS1",6,49.14,"antisense","antisense",8627
"ENSG00000227039","ENST00000608043",21,44921051,44929678,1,44921076,44927944,"ITGB2-AS1",6,49.14,"antisense","antisense",8627
"ENSG00000227039","ENST00000429132",21,44921051,44929678,1,44921326,44928028,"ITGB2-AS1",6,49.14,"antisense","antisense",8627
"ENSG00000279156","ENST00000623771",21,18917213,18917429,1,18917213,18917429,"RP4-646P19.1",1,40.55,"TEC","TEC",216
"ENSG00000160185","ENST00000635189",21,42403447,42447681,1,42403447,42413176,"UBASH3A",9,49.32,"protein_coding","protein_coding",44234
"ENSG00000160185","ENST00000291535",21,42403447,42447681,1,42403862,42447243,"UBASH3A",9,49.32,"protein_coding","protein_coding",44234
"ENSG00000160185","ENST00000635108",21,42403447,42447681,1,42403881,42413208,"UBASH3A",9,49.32,"protein_coding","nonsense_mediated_decay",44234
"ENSG00000160185","ENST00000635325",21,42403447,42447681,1,42403881,42447194,"UBASH3A",9,49.32,"protein_coding","nonsense_mediated_decay",44234
"ENSG00000160185","ENST00000634453",21,42403447,42447681,1,42403902,42410588,"UBASH3A",9,49.32,"protein_coding","processed_transcript",44234
"ENSG00000160185","ENST00000634718",21,42403447,42447681,1,42403912,42413205,"UBASH3A",9,49.32,"protein_coding","nonsense_mediated_decay",44234
"ENSG00000160185","ENST00000319294",21,42403447,42447681,1,42403915,42447681,"UBASH3A",9,49.32,"protein_coding","protein_coding",44234
"ENSG00000160185","ENST00000398367",21,42403447,42447681,1,42403917,42447243,"UBASH3A",9,49.32,"protein_coding","protein_coding",44234
"ENSG00000160185","ENST00000473381",21,42403447,42447681,1,42403917,42447530,"UBASH3A",9,49.32,"protein_coding","nonsense_mediated_decay",44234
"ENSG00000159267","ENST00000336648",21,36750888,36990236,-1,36750888,36990236,"HLCS",7,44.35,"protein_coding","protein_coding",239348
"ENSG00000159267","ENST00000399120",21,36750888,36990236,-1,36751192,36966473,"HLCS",7,44.35,"protein_coding","protein_coding",239348
"ENSG00000159267","ENST00000482273",21,36750888,36990236,-1,36896570,36930417,"HLCS",7,44.35,"protein_coding","processed_transcript",239348
"ENSG00000159267","ENST00000448340",21,36750888,36990236,-1,36937168,36980628,"HLCS",7,44.35,"protein_coding","protein_coding",239348
"ENSG00000159267","ENST00000419461",21,36750888,36990236,-1,36937185,36966639,"HLCS",7,44.35,"protein_coding","protein_coding",239348
"ENSG00000159267","ENST00000427746",21,36750888,36990236,-1,36937214,36990224,"HLCS",7,44.35,"protein_coding","protein_coding",239348
"ENSG00000159267","ENST00000612277",21,36750888,36990236,-1,36750888,36980964,"HLCS",7,44.35,"protein_coding","protein_coding",239348
"ENSG00000186970","ENST00000334067",21,30440275,30440945,1,30440275,30440945,"KRTAP15-1",1,46.8,"protein_coding","protein_coding",670
